"id_polifenol"	"polifenol"	"id_gene"	"gene"	"quant"	"pmids"
"1518"	"2167"	"phenolic acid"	"HGNC:10718"	"SELE"	5	"22237476,10364071,15701708,21571063,12626663"
"1603"	"2167"	"phenolic acid"	"HGNC:3535"	"F2"	2	"23712134,16521112"
"1692"	"2167"	"phenolic acid"	"HGNC:9377"	"PRKAA2"	1	"29113214"
"1987"	"2167"	"phenolic acid"	"HGNC:10840"	"SHC1"	1	"23993977"
"2070"	"2167"	"phenolic acid"	"HGNC:29821"	"ISYNA1"	3	"29465116,29793168,23994869"
"2169"	"2167"	"phenolic acid"	"HGNC:3346"	"ENDOG"	1	"21617225"
"2254"	"2167"	"phenolic acid"	"HGNC:12032"	"TRAF2"	1	"27942664"
"2367"	"2167"	"phenolic acid"	"HGNC:10019"	"RIPK1"	1	"29770331"
"2440"	"2167"	"phenolic acid"	"HGNC:29140"	"MAU2"	1	"26841303"
"2521"	"2167"	"phenolic acid"	"HGNC:4037"	"FYN"	1	"19174152"
"2604"	"2167"	"phenolic acid"	"HGNC:10922"	"SLC16A1"	1	"23994611"
"2629"	"2167"	"phenolic acid"	"HGNC:12761"	"WEE1"	1	"20536243"
"2719"	"2167"	"phenolic acid"	"HGNC:1774"	"CDK5"	1	"17168675"
"2930"	"2167"	"phenolic acid"	"HGNC:8986"	"PIM1"	1	"21206969"
"3055"	"2167"	"phenolic acid"	"HGNC:2328"	"CPT1A"	1	"26541794"
"3072"	"2167"	"phenolic acid"	"HGNC:10615"	"CCL17"	1	"26081168"
"3227"	"2167"	"phenolic acid"	"HGNC:3619"	"FCGR3A"	1	"29066408"
"3233"	"2167"	"phenolic acid"	"HGNC:7373"	"MSN"	1	"29864137"
"3343"	"2167"	"phenolic acid"	"HGNC:9864"	"RARA"	1	"18048326"
"3397"	"2167"	"phenolic acid"	"HGNC:1373"	"CA2"	1	"29421705"
"3459"	"2167"	"phenolic acid"	"HGNC:29919"	"NUTM1"	1	"28807853"
"3524"	"2167"	"phenolic acid"	"HGNC:385"	"AKR1C2"	1	"18048326"
"3644"	"2167"	"phenolic acid"	"HGNC:3180"	"EDNRB"	1	"21600977"
"3675"	"2167"	"phenolic acid"	"HGNC:6029"	"IL9"	1	"23784800"
"3785"	"2167"	"phenolic acid"	"HGNC:13253"	"CKLF"	3	"28659804,19731038,26204672"
"3814"	"2167"	"phenolic acid"	"HGNC:386"	"AKR1C3"	2	"19007764,27163852"
"3860"	"2167"	"phenolic acid"	"HGNC:4696"	"GUSB"	1	"9875509"
"3928"	"2167"	"phenolic acid"	"HGNC:9437"	"EIF2AK2"	1	"22343417"
"4010"	"2167"	"phenolic acid"	"HGNC:11425"	"STS"	1	"24849787"
"4051"	"2167"	"phenolic acid"	"HGNC:1958"	"CHRNA4"	1	"23750815"
"4143"	"2167"	"phenolic acid"	"HGNC:28961"	"PCLAF"	1	"16580641"
"4163"	"2167"	"phenolic acid"	"HGNC:10856"	"SI"	1	"29870608"
"4224"	"2167"	"phenolic acid"	"HGNC:11592"	"TBX1"	1	"25796013"
"4267"	"2167"	"phenolic acid"	"HGNC:4901"	"HHEX"	1	"22353428"
"4452"	"2167"	"phenolic acid"	"HGNC:3221"	"EFNA1"	2	"22409255,26307544"
"4483"	"2167"	"phenolic acid"	"HGNC:9174"	"POLB"	1	"14599551"
"4550"	"2167"	"phenolic acid"	"HGNC:2419"	"CRYZ"	1	"27396915"
"4576"	"2167"	"phenolic acid"	"HGNC:30000"	"BBS9"	1	"20238105"
"4598"	"2167"	"phenolic acid"	"HGNC:6221"	"KCNA3"	1	"25340513"
"4649"	"2167"	"phenolic acid"	"HGNC:4056"	"G6PC"	1	"26541794"
"4748"	"2167"	"phenolic acid"	"HGNC:12450"	"TYRP1"	1	"23939793"
"4854"	"2167"	"phenolic acid"	"HGNC:3157"	"EDA"	1	"27713961"
"4981"	"2167"	"phenolic acid"	"HGNC:1637"	"CD1D"	2	"20022347,28760607"
"4997"	"2167"	"phenolic acid"	"HGNC:248"	"PLIN2"	1	"29906537"
"5018"	"2167"	"phenolic acid"	"HGNC:3583"	"FANCB"	1	"25925344"
"5036"	"2167"	"phenolic acid"	"HGNC:33905"	"POTEF"	1	"7488239"
"5067"	"2167"	"phenolic acid"	"HGNC:30287"	"RPTOR"	1	"29800814"
"5121"	"2167"	"phenolic acid"	"HGNC:9087"	"PLP2"	3	"26703544,28178217,29710781"
"5285"	"2167"	"phenolic acid"	"HGNC:3489"	"ETS2"	1	"20536243"
"5370"	"2167"	"phenolic acid"	"HGNC:9787"	"KIF20A"	1	"26178025"
"5373"	"2167"	"phenolic acid"	"HGNC:6218"	"KCNA1"	1	"14758047"
"5513"	"2167"	"phenolic acid"	"HGNC:10963"	"SLC22A1"	2	"23124926,22477187"
"5629"	"2167"	"phenolic acid"	"HGNC:1634"	"CD1A"	1	"27833081"
"5722"	"2167"	"phenolic acid"	"HGNC:3765"	"FLT3"	1	"21206969"
"5732"	"2167"	"phenolic acid"	"HGNC:11834"	"TKT"	1	"23594085"
"5819"	"2167"	"phenolic acid"	"HGNC:2907"	"DLK1"	1	"27455311"
"5852"	"2167"	"phenolic acid"	"HGNC:3798"	"FOSL2"	1	"7761434"
"5941"	"2167"	"phenolic acid"	"HGNC:18070"	"SLC38A5"	1	"17972413"
"5947"	"2167"	"phenolic acid"	"HGNC:405"	"ALDH3A1"	1	"7887982"
"5969"	"2167"	"phenolic acid"	"HGNC:3424"	"ERAL1"	1	"19655397"
"5981"	"2167"	"phenolic acid"	"HGNC:1864"	"CES2"	1	"28760607"
"6040"	"2167"	"phenolic acid"	"HGNC:7982"	"NR4A3"	1	"19646881"
"6054"	"2167"	"phenolic acid"	"HGNC:2622"	"CYP2C8"	1	"25251219"
"6093"	"2167"	"phenolic acid"	"HGNC:5970"	"IL12B"	1	"25781635"
"6098"	"2167"	"phenolic acid"	"HGNC:8725"	"PCK2"	1	"26541794"
"6203"	"2167"	"phenolic acid"	"HGNC:24012"	"LARP6"	1	"19731038"
"6333"	"2167"	"phenolic acid"	"HGNC:5983"	"IL17C"	1	"23943362"
"6445"	"2167"	"phenolic acid"	"HGNC:3701"	"FHIT"	1	"25880193"
"6450"	"2167"	"phenolic acid"	"HGNC:16435"	"HM13"	1	"27343768"
"6561"	"2167"	"phenolic acid"	"HGNC:5951"	"CADM1"	1	"22238491"
"6613"	"2167"	"phenolic acid"	"HGNC:8592"	"PAK3"	1	"21206969"
"6642"	"2167"	"phenolic acid"	"HGNC:4826"	"HBM"	1	"29430949"
"6863"	"2167"	"phenolic acid"	"HGNC:10970"	"SLC22A6"	1	"27713960"
"6888"	"2167"	"phenolic acid"	"HGNC:5035"	"HNRNPC"	1	"28316643"
"6939"	"2167"	"phenolic acid"	"HGNC:10992"	"SLC25A6"	1	"26185003"
"6977"	"2167"	"phenolic acid"	"HGNC:11343"	"ST13"	1	"16264268"
"6997"	"2167"	"phenolic acid"	"HGNC:17887"	"DHDH"	1	"7488239"
"7037"	"2167"	"phenolic acid"	"HGNC:14121"	"POLR3K"	1	"29430949"
"7052"	"2167"	"phenolic acid"	"HGNC:10639"	"CXCL13"	1	"21725807"
"7073"	"2167"	"phenolic acid"	"HGNC:1067"	"BMP1"	1	"15517910"
"7156"	"2167"	"phenolic acid"	"HGNC:11708"	"TDO2"	1	"29433203"
"7178"	"2167"	"phenolic acid"	"HGNC:9195"	"POLR2H"	1	"21246822"
"7304"	"2167"	"phenolic acid"	"HGNC:7611"	"MYOD1"	1	"27490527"
"7375"	"2167"	"phenolic acid"	"HGNC:21317"	"DYM"	1	"27470359"
"7405"	"2167"	"phenolic acid"	"HGNC:2568"	"MAMLD1"	1	"24528072"
"7454"	"2167"	"phenolic acid"	"HGNC:4518"	"NMUR1"	1	"22407803"
"7495"	"2167"	"phenolic acid"	"HGNC:17023"	"RNF139"	1	"27375080"
"7574"	"2167"	"phenolic acid"	"HGNC:3148"	"TYMP"	1	"21493726"
"7611"	"2167"	"phenolic acid"	"HGNC:6933"	"MC5R"	1	"26968675"
"7658"	"2167"	"phenolic acid"	"HGNC:18705"	"MT4"	1	"27210480"
"7672"	"2167"	"phenolic acid"	"HGNC:3591"	"FARP1"	1	"28960771"
"7697"	"2167"	"phenolic acid"	"HGNC:2068"	"CLK1"	1	"21206969"
"7708"	"2167"	"phenolic acid"	"HGNC:11399"	"NEK4"	1	"21206969"
"7719"	"2167"	"phenolic acid"	"HGNC:18591"	"NEK9"	1	"21206969"
"7754"	"2167"	"phenolic acid"	"HGNC:13861"	"LZTS1"	1	"27078842"
"7812"	"2167"	"phenolic acid"	"HGNC:3317"	"ELF2"	1	"27489231"
"7937"	"2167"	"phenolic acid"	"HGNC:8048"	"NUDT1"	1	"29221173"
"8089"	"2167"	"phenolic acid"	"HGNC:25761"	"AIDA"	1	"21639092"
"8117"	"2167"	"phenolic acid"	"HGNC:21732"	"ANTXR2"	1	"22910038"
"8124"	"2167"	"phenolic acid"	"HGNC:21690"	"GET4"	1	"26320505"
"8143"	"2167"	"phenolic acid"	"HGNC:18839"	"STH"	1	"28287469"
"8231"	"2167"	"phenolic acid"	"HGNC:1355"	"OSGIN2"	1	"7488239"
"8234"	"2167"	"phenolic acid"	"HGNC:17149"	"VSIG2"	1	"26925328"
"8434"	"2167"	"phenolic acid"	"HGNC:24160"	"BEAN1"	1	"29366428"
"8527"	"2167"	"phenolic acid"	"HGNC:16657"	"BCL2L14"	1	"28552912"
"8606"	"2167"	"phenolic acid"	"HGNC:24170"	"BRIX1"	1	"19468836"
"8735"	"2167"	"phenolic acid"	"HGNC:17989"	"SLC22A12"	1	"24791587"
"8738"	"2167"	"phenolic acid"	"HGNC:13446"	"SLC2A9"	1	"24791587"
"8798"	"2167"	"phenolic acid"	"HGNC:24828"	"MRGPRF"	1	"29949914"
"8942"	"2167"	"phenolic acid"	"HGNC:11728"	"TERF1"	1	"27178150"
"9084"	"2167"	"phenolic acid"	"HGNC:11285"	"SRD5A2"	1	"28432719"
"9104"	"2167"	"phenolic acid"	"HGNC:341"	"AGXT"	1	"9860503"
"9118"	"2167"	"phenolic acid"	"HGNC:4669"	"GTPBP1"	1	"20939605"
"61"	"1"	"Phenols"	"HGNC:7421"	"MT-CO2"	4	"28656311,18571350,24424498,15297183"
"207"	"1"	"Phenols"	"HGNC:40"	"ABCB1"	1	"24511364"
"235"	"1"	"Phenols"	"HGNC:2187"	"COL11A2"	2	"28068603,28656311"
"404"	"1"	"Phenols"	"HGNC:5397"	"IFI27"	1	"25469035"
"507"	"1"	"Phenols"	"HGNC:15962"	"CBX8"	4	"27113311,27483851,28950692,28462147"
"640"	"1"	"Phenols"	"HGNC:11766"	"TGFB1"	1	"1311630"
"745"	"1"	"Phenols"	"HGNC:7419"	"MT-CO1"	1	"28656311"
"832"	"1"	"Phenols"	"HGNC:8109"	"ODC1"	1	"12628514"
"917"	"1"	"Phenols"	"HGNC:6081"	"INS"	4	"28962351,1340210,2390543,20859811"
"969"	"1"	"Phenols"	"HGNC:795"	"ATM"	1	"20151649"
"993"	"1"	"Phenols"	"HGNC:8743"	"PCSK1"	2	"24339417,25917126"
"1147"	"1"	"Phenols"	"HGNC:6364"	"KLK3"	2	"17295185,11023645"
"1200"	"1"	"Phenols"	"HGNC:16938"	"IFI44"	1	"11134043"
"1234"	"1"	"Phenols"	"HGNC:16964"	"DCTN6"	1	"18156402"
"1279"	"1"	"Phenols"	"HGNC:1617"	"CCT4"	2	"27782823,29142435"
"1354"	"1"	"Phenols"	"HGNC:590"	"BIRC2"	1	"24424498"
"1410"	"1"	"Phenols"	"HGNC:16627"	"CHEK2"	1	"24348703"
"1745"	"1"	"Phenols"	"HGNC:4739"	"H2AFX"	1	"20151649"
"2004"	"1"	"Phenols"	"HGNC:9604"	"PTGS1"	1	"12628514"
"2114"	"1"	"Phenols"	"HGNC:9051"	"PLAT"	1	"25469035"
"2478"	"1"	"Phenols"	"HGNC:5156"	"HPR"	1	"2694156"
"2513"	"1"	"Phenols"	"HGNC:6343"	"KITLG"	1	"21317816"
"2869"	"1"	"Phenols"	"HGNC:3381"	"EPB42"	1	"11134043"
"2882"	"1"	"Phenols"	"HGNC:11377"	"SULT1E1"	2	"15986412,6592168"
"2901"	"1"	"Phenols"	"HGNC:11453"	"SULT1A1"	3	"15986412,18715236,16517757"
"3212"	"1"	"Phenols"	"HGNC:4298"	"GLB1"	1	"15115406"
"3324"	"1"	"Phenols"	"HGNC:9446"	"PRLR"	1	"24913037"
"3399"	"1"	"Phenols"	"HGNC:1373"	"CA2"	4	"19773173,24189056,26233796,19632111"
"3494"	"1"	"Phenols"	"HGNC:20977"	"TAAR9"	1	"16504517"
"3533"	"1"	"Phenols"	"HGNC:8976"	"PIK3CB"	1	"21216151"
"3565"	"1"	"Phenols"	"HGNC:1131"	"BTG2"	1	"11142097"
"3659"	"1"	"Phenols"	"HGNC:18182"	"TPCN1"	1	"27592355"
"3685"	"1"	"Phenols"	"HGNC:7178"	"MMRN1"	1	"12124773"
"3701"	"1"	"Phenols"	"HGNC:1318"	"C3"	1	"18571350"
"3718"	"1"	"Phenols"	"HGNC:18969"	"IL31RA"	1	"24243545"
"3788"	"1"	"Phenols"	"HGNC:13253"	"CKLF"	1	"26204672"
"3845"	"1"	"Phenols"	"HGNC:5215"	"HSD17B7"	1	"2298502"
"4011"	"1"	"Phenols"	"HGNC:11425"	"STS"	1	"25410727"
"4152"	"1"	"Phenols"	"HGNC:4626"	"GSTA1"	1	"25451576"
"4165"	"1"	"Phenols"	"HGNC:10856"	"SI"	2	"29870608,29348771"
"4293"	"1"	"Phenols"	"HGNC:11761"	"TFPI2"	1	"23032559"
"4304"	"1"	"Phenols"	"HGNC:16909"	"NDC80"	1	"17203231"
"4332"	"1"	"Phenols"	"HGNC:18259"	"ITLN1"	1	"22001498"
"4363"	"1"	"Phenols"	"HGNC:28880"	"MAGT1"	1	"19425186"
"4373"	"1"	"Phenols"	"HGNC:9339"	"PRB3"	1	"29745344"
"4393"	"1"	"Phenols"	"HGNC:1472"	"CAMP"	1	"22329816"
"4454"	"1"	"Phenols"	"HGNC:3221"	"EFNA1"	1	"22409255"
"4464"	"1"	"Phenols"	"HGNC:5423"	"IFNA2"	1	"2138919"
"4537"	"1"	"Phenols"	"HGNC:6187"	"IVL"	1	"9683793"
"4616"	"1"	"Phenols"	"HGNC:1371"	"CA12"	3	"19773173,24189056,19632111"
"4633"	"1"	"Phenols"	"HGNC:16608"	"PYCARD"	1	"26851531"
"4637"	"1"	"Phenols"	"HGNC:12694"	"VIPR1"	1	"15601705"
"4850"	"1"	"Phenols"	"HGNC:3439"	"ERCC8"	1	"46258"
"4855"	"1"	"Phenols"	"HGNC:3157"	"EDA"	3	"16484533,27713961,23477728"
"5019"	"1"	"Phenols"	"HGNC:3583"	"FANCB"	1	"25925344"
"5072"	"1"	"Phenols"	"HGNC:2961"	"DYNC1H1"	2	"29222969,22001498"
"5198"	"1"	"Phenols"	"HGNC:1339"	"C6"	1	"29488528"
"5215"	"1"	"Phenols"	"HGNC:7406"	"MT2A"	1	"15135645"
"5223"	"1"	"Phenols"	"HGNC:16833"	"SOCS6"	1	"21121684"
"5265"	"1"	"Phenols"	"HGNC:5382"	"IDH1"	1	"27163884"
"5295"	"1"	"Phenols"	"HGNC:6413"	"KRT10"	1	"21283525"
"5331"	"1"	"Phenols"	"HGNC:983"	"BCHE"	1	"27196881"
"5438"	"1"	"Phenols"	"HGNC:24077"	"ANAPC10"	1	"19638489"
"5460"	"1"	"Phenols"	"HGNC:5475"	"IGFBP6"	1	"7532580"
"5750"	"1"	"Phenols"	"HGNC:20599"	"ITLN2"	1	"22001498"
"5865"	"1"	"Phenols"	"HGNC:24466"	"SYNM"	1	"17295185"
"5919"	"1"	"Phenols"	"HGNC:1984"	"CISH"	1	"21121684"
"5942"	"1"	"Phenols"	"HGNC:18070"	"SLC38A5"	2	"29488528,27406627"
"6050"	"1"	"Phenols"	"HGNC:7422"	"MT-CO3"	1	"22001498"
"6064"	"1"	"Phenols"	"HGNC:13575"	"BRD4"	1	"23517011"
"6072"	"1"	"Phenols"	"HGNC:11455"	"SULT1A3"	1	"12206822"
"6121"	"1"	"Phenols"	"HGNC:9020"	"PKLR"	1	"24511364"
"6250"	"1"	"Phenols"	"HGNC:17194"	"NDUFA13"	1	"25351437"
"6379"	"1"	"Phenols"	"HGNC:7223"	"MPST"	1	"15986412"
"6408"	"1"	"Phenols"	"HGNC:9583"	"PTBP1"	1	"26299825"
"6488"	"1"	"Phenols"	"HGNC:4856"	"HDGF"	1	"20674562"
"6644"	"1"	"Phenols"	"HGNC:4826"	"HBM"	1	"29430949"
"6656"	"1"	"Phenols"	"HGNC:742"	"ASGR1"	1	"29222969"
"6661"	"1"	"Phenols"	"HGNC:743"	"ASGR2"	1	"29222969"
"6740"	"1"	"Phenols"	"HGNC:6284"	"KCNMA1"	1	"23516517"
"6825"	"1"	"Phenols"	"HGNC:9286"	"PPP1R1A"	1	"17927722"
"6963"	"1"	"Phenols"	"HGNC:125"	"ACPP"	1	"11023645"
"7030"	"1"	"Phenols"	"HGNC:6121"	"IRF6"	1	"16574669"
"7039"	"1"	"Phenols"	"HGNC:14121"	"POLR3K"	1	"29430949"
"7042"	"1"	"Phenols"	"HGNC:5244"	"HSPA9"	1	"46258"
"7106"	"1"	"Phenols"	"HGNC:10614"	"CCL16"	1	"9459194"
"7161"	"1"	"Phenols"	"HGNC:7315"	"MS4A1"	1	"7532580"
"7248"	"1"	"Phenols"	"HGNC:32488"	"ARSH"	1	"9168894"
"7545"	"1"	"Phenols"	"HGNC:2716"	"DDAH2"	1	"24243545"
"7932"	"1"	"Phenols"	"HGNC:10382"	"RPN2"	1	"29415413"
"8460"	"1"	"Phenols"	"HGNC:11458"	"SULT2A1"	1	"18715236"
"8678"	"1"	"Phenols"	"HGNC:2939"	"DNA2"	1	"1954908"
"8711"	"1"	"Phenols"	"HGNC:16852"	"SOCS5"	1	"21121684"
"8781"	"1"	"Phenols"	"HGNC:6517"	"LBP"	1	"11134043"
"8891"	"1"	"Phenols"	"HGNC:6293"	"KCNN4"	1	"23516517"
"8896"	"1"	"Phenols"	"HGNC:6292"	"KCNN3"	1	"23516517"
"8955"	"1"	"Phenols"	"HGNC:17035"	"EXOSC8"	1	"7295822"
"9021"	"1"	"Phenols"	"HGNC:26051"	"HPF1"	1	"20149494"
"665"	"69"	"Phenolsulfonphthalein"	"HGNC:11766"	"TGFB1"	4	"8549651,3275677,2696844,2224859"
"935"	"69"	"Phenolsulfonphthalein"	"HGNC:6081"	"INS"	9	"3331372,3275677,9831078,2696844,3304294,3289739,2390543,24403449,15737688"
"1160"	"69"	"Phenolsulfonphthalein"	"HGNC:6364"	"KLK3"	2	"11023645,11870800"
"1949"	"69"	"Phenolsulfonphthalein"	"HGNC:2529"	"CTSD"	1	"9831078"
"3849"	"69"	"Phenolsulfonphthalein"	"HGNC:5215"	"HSD17B7"	2	"8393337,2298502"
"4306"	"69"	"Phenolsulfonphthalein"	"HGNC:16909"	"NDC80"	1	"17203231"
"4376"	"69"	"Phenolsulfonphthalein"	"HGNC:9339"	"PRB3"	1	"29745344"
"4745"	"69"	"Phenolsulfonphthalein"	"HGNC:8840"	"PEPD"	1	"23549681"
"5891"	"69"	"Phenolsulfonphthalein"	"HGNC:29826"	"MYLK3"	1	"27477245"
"6090"	"69"	"Phenolsulfonphthalein"	"HGNC:12513"	"UCHL1"	1	"24462388"
"6562"	"69"	"Phenolsulfonphthalein"	"HGNC:2296"	"CPA1"	1	"7621894"
"6964"	"69"	"Phenolsulfonphthalein"	"HGNC:125"	"ACPP"	1	"11023645"
"8679"	"69"	"Phenolsulfonphthalein"	"HGNC:2939"	"DNA2"	1	"1954908"
"8948"	"69"	"Phenolsulfonphthalein"	"HGNC:11829"	"TJP3"	1	"27477245"
"548"	"6625"	"phenoxodiol"	"HGNC:15962"	"CBX8"	2	"22357205,19209173"
"1013"	"6625"	"phenoxodiol"	"HGNC:8743"	"PCSK1"	1	"25400509"
"1550"	"6625"	"phenoxodiol"	"HGNC:10718"	"SELE"	1	"16353157"
"3914"	"6625"	"phenoxodiol"	"HGNC:25474"	"ENOX1"	1	"17518268"
"4107"	"6625"	"phenoxodiol"	"HGNC:11121"	"SMPD2"	2	"20518072,16873929"
"5319"	"6625"	"phenoxodiol"	"HGNC:16290"	"TRIM33"	1	"17518268"
"4015"	"416"	"phenoxy radical"	"HGNC:11425"	"STS"	1	"8532709"
"7769"	"416"	"phenoxy radical"	"HGNC:8022"	"NT5C2"	1	"20023915"
"8595"	"3288"	"phenyl allyl ether"	"HGNC:22948"	"NLRP2"	1	"17168588"
"463"	"72"	"Phenyl Ethers"	"HGNC:5397"	"IFI27"	1	"29102180"
"1076"	"72"	"Phenyl Ethers"	"HGNC:8909"	"PGP"	1	"26741854"
"4190"	"72"	"Phenyl Ethers"	"HGNC:5129"	"HOXC8"	1	"20593839"
"4447"	"72"	"Phenyl Ethers"	"HGNC:1346"	"C7"	1	"20593839"
"7040"	"72"	"Phenyl Ethers"	"HGNC:14121"	"POLR3K"	1	"20593839"
"4674"	"2026"	"phenylhydroquinone"	"HGNC:5157"	"HPRT1"	1	"7523918"
"8856"	"2026"	"phenylhydroquinone"	"HGNC:14130"	"ARHGAP9"	1	"17887663"
"15"	"94"	"Phloretin"	"HGNC:6881"	"MAPK8"	1	"26503828"
"279"	"94"	"Phloretin"	"HGNC:2187"	"COL11A2"	1	"26503828"
"937"	"94"	"Phloretin"	"HGNC:6081"	"INS"	1	"2831902"
"1505"	"94"	"Phloretin"	"HGNC:30500"	"PRRT2"	1	"2480687"
"2032"	"94"	"Phloretin"	"HGNC:5973"	"IL13"	1	"23907072"
"2614"	"94"	"Phloretin"	"HGNC:10922"	"SLC16A1"	1	"27158628"
"3188"	"94"	"Phloretin"	"HGNC:4922"	"HK1"	1	"17998098"
"3244"	"94"	"Phloretin"	"HGNC:7656"	"NCAM1"	1	"26646850"
"3375"	"94"	"Phloretin"	"HGNC:10621"	"CCL22"	1	"25929446"
"3502"	"94"	"Phloretin"	"HGNC:11989"	"TOP2A"	1	"25229655"
"3962"	"94"	"Phloretin"	"HGNC:7622"	"MYT1"	1	"29399200"
"4282"	"94"	"Phloretin"	"HGNC:11990"	"TOP2B"	1	"25229655"
"4474"	"94"	"Phloretin"	"HGNC:20001"	"PCSK9"	1	"28445002"
"5206"	"94"	"Phloretin"	"HGNC:894"	"AVP"	1	"2831902"
"5568"	"94"	"Phloretin"	"HGNC:10924"	"SLC16A3"	1	"27158628"
"5765"	"94"	"Phloretin"	"HGNC:5433"	"IFNAR2"	1	"2480687"
"6897"	"94"	"Phloretin"	"HGNC:4265"	"GHRH"	1	"8721987"
"6899"	"94"	"Phloretin"	"HGNC:4266"	"GHRHR"	1	"8721987"
"6966"	"94"	"Phloretin"	"HGNC:20609"	"AIMP2"	1	"17555594"
"8173"	"94"	"Phloretin"	"HGNC:8138"	"ONECUT1"	1	"27538679"
"8583"	"94"	"Phloretin"	"HGNC:664"	"ARG2"	1	"8721987"
"8879"	"94"	"Phloretin"	"HGNC:13812"	"SLC2A8"	1	"17998098"
"269"	"93"	"Phloroglucinol"	"HGNC:2187"	"COL11A2"	1	"22819448"
"433"	"93"	"Phloroglucinol"	"HGNC:5397"	"IFI27"	1	"21376709"
"535"	"93"	"Phloroglucinol"	"HGNC:15962"	"CBX8"	1	"26826267"
"857"	"93"	"Phloroglucinol"	"HGNC:8977"	"PIK3CD"	1	"24970012"
"1064"	"93"	"Phloroglucinol"	"HGNC:8909"	"PGP"	1	"17701591"
"1626"	"93"	"Phloroglucinol"	"HGNC:3535"	"F2"	1	"21501649"
"2117"	"93"	"Phloroglucinol"	"HGNC:9051"	"PLAT"	1	"21501649"
"2289"	"93"	"Phloroglucinol"	"HGNC:2294"	"COX8A"	1	"21998731"
"2797"	"93"	"Phloroglucinol"	"HGNC:3528"	"F10"	1	"21501649"
"3013"	"93"	"Phloroglucinol"	"HGNC:10429"	"RPS6"	1	"24970012"
"3131"	"93"	"Phloroglucinol"	"HGNC:47"	"ABCB6"	1	"17701591"
"3199"	"93"	"Phloroglucinol"	"HGNC:1323"	"C4A"	1	"18556029"
"3409"	"93"	"Phloroglucinol"	"HGNC:1248"	"C2"	1	"27867229"
"4830"	"93"	"Phloroglucinol"	"HGNC:7882"	"NOTCH2"	1	"25843036"
"5746"	"93"	"Phloroglucinol"	"HGNC:17820"	"NT5C3A"	1	"26812220"
"7031"	"93"	"Phloroglucinol"	"HGNC:6121"	"IRF6"	1	"22981504"
"7187"	"93"	"Phloroglucinol"	"HGNC:5125"	"HOXC13"	1	"18556029"
"7390"	"93"	"Phloroglucinol"	"HGNC:1377"	"CA5A"	1	"19393283"
"7479"	"93"	"Phloroglucinol"	"HGNC:12968"	"RNF112"	1	"22819448"
"2148"	"3091"	"picric acid"	"HGNC:1706"	"CD8A"	1	"2504498"
"150"	"6093"	"pinobanksin"	"HGNC:7421"	"MT-CO2"	1	"26347954"
"781"	"6093"	"pinobanksin"	"HGNC:7419"	"MT-CO1"	1	"26347954"
"4984"	"6093"	"pinobanksin"	"HGNC:1637"	"CD1D"	1	"20022347"
"121"	"6068"	"pinocembrin"	"HGNC:7421"	"MT-CO2"	2	"26347954,28821452"
"770"	"6068"	"pinocembrin"	"HGNC:7419"	"MT-CO1"	1	"26347954"
"1476"	"6068"	"pinocembrin"	"HGNC:7155"	"MMP1"	1	"25644385"
"5271"	"6068"	"pinocembrin"	"HGNC:18348"	"TICAM1"	1	"28007523"
"8800"	"6068"	"pinocembrin"	"HGNC:24828"	"MRGPRF"	1	"29949914"
"145"	"6100"	"pinostrobin"	"HGNC:7421"	"MT-CO2"	1	"26347954"
"780"	"6100"	"pinostrobin"	"HGNC:7419"	"MT-CO1"	1	"26347954"
"3309"	"6100"	"pinostrobin"	"HGNC:14348"	"HTRA2"	1	"29420562"
"3796"	"6100"	"pinostrobin"	"HGNC:13253"	"CKLF"	1	"20064598"
"1331"	"5722"	"polyanthumin"	"HGNC:1617"	"CCT4"	1	"25434469"
"25"	"96"	"Polyphenols"	"HGNC:7176"	"MMP9"	1	"22921746"
"46"	"96"	"Polyphenols"	"HGNC:7421"	"MT-CO2"	37	"11103814,16448212,23600134,25845434,25988128,16797120,29913427,16508969,16596191,28787469,23558156,18992738,15161907,16741061,25710724,23042094,21299897,16282507,18655004,23703900,17727817,27974694,29726862,26777630,20648923,19671757,29160133,12680238,11705450,17127241,19575286,26440517,20521538,10668477,11751448,25819005,28823533"
"220"	"96"	"Polyphenols"	"HGNC:2187"	"COL11A2"	16	"28718667,22508043,18059161,24247527,27268146,19441815,17475222,29513793,28868867,28040581,24935585,29518944,28718669,25173233,20438634,29879629"
"389"	"96"	"Polyphenols"	"HGNC:5397"	"IFI27"	17	"23085518,17475222,12559991,17522067,12097697,25515619,17050787,15161048,12393936,11278274,10509743,27268647,24798089,17569614,20686382,15158750,26180600"
"492"	"96"	"Polyphenols"	"HGNC:15962"	"CBX8"	11	"28709945,25917875,29086902,22743590,28495234,17174037,28951686,12597448,26317853,28742384,29258268"
"627"	"96"	"Polyphenols"	"HGNC:11766"	"TGFB1"	6	"25647396,27649384,25272043,24043896,15537824,11506805"
"731"	"96"	"Polyphenols"	"HGNC:7419"	"MT-CO1"	8	"11103814,16596191,16741061,20648923,19671757,19948080,10668477,25819005"
"817"	"96"	"Polyphenols"	"HGNC:12663"	"VCAM1"	1	"27865352"
"836"	"96"	"Polyphenols"	"HGNC:8977"	"PIK3CD"	7	"24970012,24021570,25337568,29512729,25672876,16354769,25710724"
"889"	"96"	"Polyphenols"	"HGNC:4318"	"GLI2"	1	"23684930"
